short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
J. Acevedo,24,Argentina,63,69,Club Atlético Huracán,750000.0,3000.0,CAM,https://cdn.sofifa.net/players/237/993/22_120.png
A. Al Najjar,24,Saudi Arabia,63,69,Damac FC,750000.0,6000.0,RM,https://cdn.sofifa.net/players/238/055/22_120.png
L. Jensen,24,Germany,63,69,Karlsruher SC,750000.0,3000.0,CM,https://cdn.sofifa.net/players/238/792/22_120.png
S. Klaas,23,Germany,63,69,VfL Osnabrück,750000.0,1000.0,CAM,https://cdn.sofifa.net/players/239/925/22_120.png
M. Merghem,23,France,63,69,En Avant de Guingamp,750000.0,2000.0,RM,https://cdn.sofifa.net/players/240/259/22_120.png
H. Bwana,24,Kenya,63,69,Nashville SC,750000.0,2000.0,LM,https://cdn.sofifa.net/players/242/684/22_120.png
A. Herzog,23,Germany,63,69,Hallescher FC,750000.0,1000.0,RM,https://cdn.sofifa.net/players/242/748/22_120.png
L. Guerra,24,Venezuela,63,69,CD Antofagasta,750000.0,900.0,CAM,https://cdn.sofifa.net/players/253/543/22_120.png
B. Bodily,23,United States,63,69,Portland Timbers,750000.0,2000.0,RM,https://cdn.sofifa.net/players/255/887/22_120.png
J. Brítez,24,Paraguay,63,69,12 de Octubre FC,750000.0,500.0,LM,https://cdn.sofifa.net/players/260/529/22_120.png
D. Harvie,22,Scotland,63,69,Milton Keynes Dons,725000.0,2000.0,LWB,https://cdn.sofifa.net/players/226/514/22_120.png
K. Wilson,21,England,63,69,Forest Green Rovers,725000.0,3000.0,RWB,https://cdn.sofifa.net/players/235/618/22_120.png
K. Goden,22,Germany,63,69,TSV 1860 München,725000.0,750.0,RB,https://cdn.sofifa.net/players/244/708/22_120.png
J. Zevallos,22,Peru,63,69,Club Universitario de Deportes,725000.0,500.0,RB,https://cdn.sofifa.net/players/253/874/22_120.png
B. Hernández,22,Ecuador,63,69,Club Social y Deportivo Macará,725000.0,500.0,RB,https://cdn.sofifa.net/players/255/012/22_120.png
P. O'Connor,23,Republic of Ireland,63,69,Bradford City,700000.0,3000.0,CB,https://cdn.sofifa.net/players/228/106/22_120.png
A. Iacovitti,23,Scotland,63,69,Ross County FC,700000.0,1000.0,CB,https://cdn.sofifa.net/players/230/919/22_120.png
E. Sowah,23,Ghana,63,69,KAS Eupen,700000.0,2000.0,RB,https://cdn.sofifa.net/players/235/037/22_120.png
T. Kraulich,22,Germany,63,69,FC Würzburger Kickers,700000.0,2000.0,CB,https://cdn.sofifa.net/players/239/903/22_120.png
J. González,24,Argentina,63,69,Club Atlético Central Córdoba,700000.0,2000.0,RB,https://cdn.sofifa.net/players/240/405/22_120.png
D. Kaneko,22,Japan,63,69,Urawa Red Diamonds,700000.0,2000.0,CDM,https://cdn.sofifa.net/players/242/594/22_120.png
R. Trif,23,Romania,63,69,Gaz Metan Mediaş,700000.0,2000.0,LB,https://cdn.sofifa.net/players/247/966/22_120.png
F. Egerer,23,Germany,63,69,SV Meppen,700000.0,500.0,CDM,https://cdn.sofifa.net/players/250/876/22_120.png
N. Kuveljić,24,Serbia,63,69,Wisła Kraków,700000.0,1000.0,CDM,https://cdn.sofifa.net/players/255/252/22_120.png
C. Coşkun,23,Turkey,63,69,FSV Zwickau,700000.0,600.0,LB,https://cdn.sofifa.net/players/255/454/22_120.png
L. Jürgensen,23,Denmark,63,69,Sportclub Verl,700000.0,500.0,CB,https://cdn.sofifa.net/players/257/316/22_120.png
M. Bartolewski,23,Poland,63,69,Zagłębie Lubin,700000.0,2000.0,LB,https://cdn.sofifa.net/players/257/631/22_120.png
Y. Maejima,23,Japan,63,69,Yokohama FC,700000.0,900.0,RB,https://cdn.sofifa.net/players/260/339/22_120.png
M. Horvat,22,Croatia,63,69,TSV Egger Glas Hartberg,700000.0,2000.0,CDM,https://cdn.sofifa.net/players/260/741/22_120.png
G. Sangaré,24,Burkina Faso,63,69,US Quevilly Rouen Métropole,700000.0,1000.0,CDM,https://cdn.sofifa.net/players/262/353/22_120.png
M. Deijl,23,Netherlands,63,69,Go Ahead Eagles,700000.0,2000.0,RB,https://cdn.sofifa.net/players/262/790/22_120.png
N. Moro,24,Ghana,63,69,Örebro SK,700000.0,1000.0,CB,https://cdn.sofifa.net/players/263/733/22_120.png
J. Gundersen,25,Norway,63,69,Tromsø IL,675000.0,1000.0,CB,https://cdn.sofifa.net/players/228/238/22_120.png
F. Prce,25,Croatia,63,69,SC East Bengal FC,675000.0,550.0,CB,https://cdn.sofifa.net/players/231/916/22_120.png
A. Mandrea,24,France,63,69,Angers SCO,625000.0,3000.0,GK,https://cdn.sofifa.net/players/220/833/22_120.png
Z. Al Bawardi,24,Saudi Arabia,63,69,Al Shabab,625000.0,4000.0,GK,https://cdn.sofifa.net/players/235/545/22_120.png
J. Pantemis,24,Canada,63,69,Club de Foot Montréal,625000.0,1000.0,GK,https://cdn.sofifa.net/players/238/919/22_120.png
Valera,24,Spain,63,69,SD Huesca,625000.0,2000.0,GK,https://cdn.sofifa.net/players/239/651/22_120.png
Fernando Castro,24,Brazil,63,69,FC Arouca,625000.0,1000.0,GK,https://cdn.sofifa.net/players/262/439/22_120.png
Ramón Juan,21,Spain,63,69,CD Mirandés,625000.0,950.0,GK,https://cdn.sofifa.net/players/262/742/22_120.png
R. Banegas,25,Bolivia,63,69,Club Deportivo Jorge Wilstermann,600000.0,500.0,GK,https://cdn.sofifa.net/players/254/935/22_120.png
R. Tachie,22,Germany,63,68,Borussia Dortmund II,750000.0,1000.0,ST,https://cdn.sofifa.net/players/252/710/22_120.png
Derik Lacerda,21,Brazil,63,68,Moreirense FC,750000.0,2000.0,ST,https://cdn.sofifa.net/players/258/386/22_120.png
L. Brumme,21,Germany,63,68,SV Wehen Wiesbaden,750000.0,1000.0,LM,https://cdn.sofifa.net/players/260/186/22_120.png
C. Vernam,24,England,63,68,Bradford City,725000.0,4000.0,RM,https://cdn.sofifa.net/players/212/167/22_120.png
R. Smith,24,Austria,63,68,WSG Tirol,725000.0,2000.0,CM,https://cdn.sofifa.net/players/225/781/22_120.png
D. Hümmet,24,Turkey,63,68,Çaykur Rizespor,725000.0,3000.0,ST,https://cdn.sofifa.net/players/227/579/22_120.png
A. May,23,England,63,68,Cambridge United,725000.0,2000.0,CM,https://cdn.sofifa.net/players/228/584/22_120.png
M. Brink,23,Denmark,63,68,Silkeborg IF,725000.0,2000.0,CM,https://cdn.sofifa.net/players/231/233/22_120.png
N. D'Agostino,23,Australia,63,68,Melbourne Victory,725000.0,2000.0,ST,https://cdn.sofifa.net/players/231/582/22_120.png
K. Sugimori,24,Japan,63,68,Tokushima Vortis,725000.0,1000.0,LM,https://cdn.sofifa.net/players/232/538/22_120.png
R. Uehara,24,Japan,63,68,Vegalta Sendai,725000.0,1000.0,CM,https://cdn.sofifa.net/players/232/822/22_120.png
J. Riley,24,England,63,68,Carlisle United,725000.0,3000.0,CM,https://cdn.sofifa.net/players/233/114/22_120.png
N. Franco,25,Argentina,63,68,Patronato,725000.0,3000.0,ST,https://cdn.sofifa.net/players/233/920/22_120.png
João Figueiredo,25,Brazil,63,68,Gazişehir Gaziantep F.K.,725000.0,3000.0,ST,https://cdn.sofifa.net/players/234/421/22_120.png
B. Simakala,24,Germany,63,68,VfL Osnabrück,725000.0,1000.0,CF,https://cdn.sofifa.net/players/235/056/22_120.png
R. Moon,24,South Africa,63,68,Varbergs BoIS FC,725000.0,900.0,ST,https://cdn.sofifa.net/players/235/439/22_120.png
A. Danladi,25,Ghana,63,68,Nashville SC,725000.0,2000.0,ST,https://cdn.sofifa.net/players/237/253/22_120.png
M. Tissera,24,Argentina,63,68,Platense,725000.0,3000.0,ST,https://cdn.sofifa.net/players/238/127/22_120.png
O. Käuper,24,Germany,63,68,SV Meppen,725000.0,550.0,CM,https://cdn.sofifa.net/players/238/786/22_120.png
J. Brimmer,23,Australia,63,68,Melbourne Victory,725000.0,2000.0,CM,https://cdn.sofifa.net/players/240/262/22_120.png
J. Tell,24,France,63,68,Clermont Foot 63,725000.0,4000.0,ST,https://cdn.sofifa.net/players/240/434/22_120.png
Huang Zichang,24,China PR,63,68,Wuhan FC,725000.0,2000.0,RM,https://cdn.sofifa.net/players/241/619/22_120.png
Lee Keun Ho,25,Korea Republic,63,68,Jeonbuk Hyundai Motors,725000.0,3000.0,ST,https://cdn.sofifa.net/players/242/101/22_120.png
R. Pollero,24,Uruguay,63,68,FC Zürich,725000.0,4000.0,ST,https://cdn.sofifa.net/players/242/292/22_120.png
M. Şatin,24,Austria,63,68,SV Ried,725000.0,2000.0,CAM,https://cdn.sofifa.net/players/244/522/22_120.png
M. Mouandilmadji,23,Chad,63,68,Seraing,725000.0,3000.0,ST,https://cdn.sofifa.net/players/244/685/22_120.png
K. Velasco,24,Colombia,63,68,Deportivo Cali,725000.0,500.0,LM,https://cdn.sofifa.net/players/244/772/22_120.png
G. Norlin,24,Sweden,63,68,IFK Göteborg,725000.0,1000.0,RM,https://cdn.sofifa.net/players/255/479/22_120.png
A. Schuarztman,23,Paraguay,63,68,12 de Octubre FC,725000.0,500.0,CM,https://cdn.sofifa.net/players/255/489/22_120.png
P. Ibara,25,Congo,63,68,Bengaluru FC,725000.0,650.0,ST,https://cdn.sofifa.net/players/256/478/22_120.png
A. Becker,24,Germany,63,68,SSV Jahn Regensburg,725000.0,2000.0,ST,https://cdn.sofifa.net/players/257/236/22_120.png
A. Małachowski,23,Poland,63,68,1. FC Magdeburg,725000.0,1000.0,CM,https://cdn.sofifa.net/players/257/434/22_120.png
Gonçalo Franco,20,Portugal,63,68,Moreirense FC,725000.0,2000.0,CAM,https://cdn.sofifa.net/players/258/596/22_120.png
M. Kato,23,Japan,63,68,Cerezo Osaka,725000.0,2000.0,ST,https://cdn.sofifa.net/players/260/357/22_120.png
B. Idrizi,23,Kosovo,63,68,FC Schalke 04,725000.0,2000.0,CAM,https://cdn.sofifa.net/players/262/183/22_120.png
K. Serber,22,France,63,68,Toulouse Football Club,725000.0,2000.0,CM,https://cdn.sofifa.net/players/263/349/22_120.png
D. Dianessy,25,France,63,68,Pau FC,700000.0,1000.0,CAM,https://cdn.sofifa.net/players/227/599/22_120.png
B. Konaté,25,France,63,68,CF Fuenlabrada,700000.0,2000.0,CM,https://cdn.sofifa.net/players/231/103/22_120.png
J. Bauza,25,Argentina,63,68,FC U Craiova 1948,700000.0,2000.0,CAM,https://cdn.sofifa.net/players/236/633/22_120.png
A. Fuentes,21,Peru,63,68,Carlos A. Mannucci,700000.0,500.0,RB,https://cdn.sofifa.net/players/253/541/22_120.png
L. Sutton,24,England,63,68,Bradford City,675000.0,3000.0,CDM,https://cdn.sofifa.net/players/225/498/22_120.png
S. McWilliams,22,England,63,68,Northampton Town,675000.0,3000.0,CDM,https://cdn.sofifa.net/players/227/881/22_120.png
H. Rodgers,24,England,63,68,Accrington Stanley,675000.0,1000.0,RWB,https://cdn.sofifa.net/players/229/087/22_120.png
J. Caletti,22,Australia,63,68,Adelaide United,675000.0,900.0,CDM,https://cdn.sofifa.net/players/232/357/22_120.png
L. Gibson,24,England,63,68,Morecambe,675000.0,2000.0,LB,https://cdn.sofifa.net/players/232/648/22_120.png
T. Yanagi,23,Japan,63,68,Hokkaido Consadole Sapporo,675000.0,1000.0,RB,https://cdn.sofifa.net/players/232/850/22_120.png
J. Grant,22,England,63,68,Bristol Rovers,675000.0,2000.0,CDM,https://cdn.sofifa.net/players/233/046/22_120.png
M. Christensen,23,Denmark,63,68,Aalborg BK,675000.0,3000.0,CDM,https://cdn.sofifa.net/players/234/982/22_120.png
S. Hart,24,England,63,68,Oldham Athletic,675000.0,2000.0,LWB,https://cdn.sofifa.net/players/236/310/22_120.png
E. Zehir,23,Germany,63,68,Antalyaspor,675000.0,3000.0,CDM,https://cdn.sofifa.net/players/242/319/22_120.png
K. Kurokawa,24,Japan,63,68,Gamba Osaka,675000.0,2000.0,LB,https://cdn.sofifa.net/players/254/841/22_120.png
T. Yamakawa,23,Japan,63,68,Vissel Kobe,675000.0,2000.0,RB,https://cdn.sofifa.net/players/254/847/22_120.png
S. Portocarrero,24,Ecuador,63,68,Club Social y Deportivo Macará,675000.0,500.0,LB,https://cdn.sofifa.net/players/254/893/22_120.png
H. Nakamura,23,Japan,63,68,FC Tokyo,675000.0,2000.0,RB,https://cdn.sofifa.net/players/255/038/22_120.png
O. Traoré,23,Germany,63,68,VfL Osnabrück,675000.0,1000.0,RB,https://cdn.sofifa.net/players/257/136/22_120.png
T. Suzuki,24,Japan,63,68,Tokushima Vortis,675000.0,900.0,CDM,https://cdn.sofifa.net/players/260/214/22_120.png
T. Schumacher,23,Germany,63,68,SK Austria Klagenfurt,675000.0,2000.0,LB,https://cdn.sofifa.net/players/264/313/22_120.png
B. Morris,25,England,63,68,Burton Albion,650000.0,2000.0,CDM,https://cdn.sofifa.net/players/212/682/22_120.png
T. James,25,Wales,63,68,Leyton Orient,650000.0,3000.0,RB,https://cdn.sofifa.net/players/222/583/22_120.png
N. Teichgräber,25,Germany,63,68,TSV Havelse,650000.0,500.0,LWB,https://cdn.sofifa.net/players/223/650/22_120.png
L. Page,25,England,63,68,Harrogate Town,650000.0,2000.0,LB,https://cdn.sofifa.net/players/225/387/22_120.png
E. Onariase,24,England,63,68,Scunthorpe United,650000.0,3000.0,CB,https://cdn.sofifa.net/players/228/152/22_120.png
J. Sterry,25,England,63,68,Hartlepool United,650000.0,3000.0,RWB,https://cdn.sofifa.net/players/228/368/22_120.png
T. Isherwood,23,Sweden,63,68,SV Darmstadt 98,650000.0,3000.0,CB,https://cdn.sofifa.net/players/244/192/22_120.png
J. Iredale,25,Australia,63,68,Cambridge United,650000.0,2000.0,LB,https://cdn.sofifa.net/players/248/718/22_120.png
Y. Osée,24,Germany,63,68,SV Meppen,650000.0,500.0,CB,https://cdn.sofifa.net/players/250/875/22_120.png
P. Schmiedl,23,Austria,63,68,FC Flyeralarm Admira,650000.0,2000.0,CB,https://cdn.sofifa.net/players/252/119/22_120.png
D. Okamura,24,Japan,63,68,Hokkaido Consadole Sapporo,650000.0,1000.0,CB,https://cdn.sofifa.net/players/260/354/22_120.png
N. Tekijaški,24,Serbia,63,68,Bruk-Bet Termalica Nieciecza,650000.0,2000.0,CB,https://cdn.sofifa.net/players/262/971/22_120.png
B. Karamoko,26,Côte d'Ivoire,63,68,Sarpsborg 08 FF,625000.0,1000.0,CB,https://cdn.sofifa.net/players/226/759/22_120.png
Ian Soler,25,Spain,63,68,Zagłębie Lubin,625000.0,2000.0,CB,https://cdn.sofifa.net/players/231/016/22_120.png
O. Steurer,26,Germany,63,68,MSV Duisburg,625000.0,2000.0,CB,https://cdn.sofifa.net/players/241/993/22_120.png
M. Rodin,25,Bosnia and Herzegovina,63,68,Cracovia,625000.0,2000.0,CB,https://cdn.sofifa.net/players/251/760/22_120.png
D. Mitov,24,Bulgaria,63,68,Cambridge United,575000.0,1000.0,GK,https://cdn.sofifa.net/players/225/280/22_120.png
D. Reimann,24,Germany,63,68,1. FC Magdeburg,575000.0,700.0,GK,https://cdn.sofifa.net/players/228/607/22_120.png
N. Tzanev,24,New Zealand,63,68,AFC Wimbledon,575000.0,1000.0,GK,https://cdn.sofifa.net/players/230/971/22_120.png
A. Helac,23,Austria,63,68,FK Austria Wien,575000.0,3000.0,GK,https://cdn.sofifa.net/players/257/304/22_120.png
Lee Tae Hee,26,Korea Republic,63,68,Incheon United FC,550000.0,950.0,GK,https://cdn.sofifa.net/players/222/600/22_120.png
T. Loska,25,Poland,63,68,Bruk-Bet Termalica Nieciecza,550000.0,1000.0,GK,https://cdn.sofifa.net/players/224/761/22_120.png
S. Mbaye,25,Senegal,63,68,Kristiansund BK,550000.0,750.0,GK,https://cdn.sofifa.net/players/234/050/22_120.png
G. De Amores,26,Uruguay,63,68,Deportivo Cali,550000.0,500.0,GK,https://cdn.sofifa.net/players/258/133/22_120.png
Kewin,26,Brazil,63,68,Moreirense FC,550000.0,2000.0,GK,https://cdn.sofifa.net/players/258/328/22_120.png
J. Beesley,24,England,63,67,Rochdale,700000.0,2000.0,ST,https://cdn.sofifa.net/players/222/654/22_120.png
Y. Nakasaka,23,Japan,63,67,Vissel Kobe,700000.0,2000.0,LM,https://cdn.sofifa.net/players/232/939/22_120.png
E. Huth,24,Germany,63,67,1. FC Kaiserslautern,700000.0,1000.0,ST,https://cdn.sofifa.net/players/236/553/22_120.png
L. Wales,23,Australia,63,67,Western United FC,700000.0,750.0,RW,https://cdn.sofifa.net/players/238/360/22_120.png
R. Watanabe,24,Japan,63,67,FC Tokyo,700000.0,2000.0,RW,https://cdn.sofifa.net/players/239/495/22_120.png
M. Kozak,24,Poland,63,67,Radomiak Radom,700000.0,1000.0,LM,https://cdn.sofifa.net/players/256/597/22_120.png
M. Czyżycki,23,Poland,63,67,Warta Poznań,700000.0,900.0,CAM,https://cdn.sofifa.net/players/257/887/22_120.png
N. Iino,24,Japan,63,67,Sagan Tosu,700000.0,1000.0,RM,https://cdn.sofifa.net/players/260/410/22_120.png
Alberto Toril,24,Spain,63,67,Piast Gliwice,700000.0,2000.0,ST,https://cdn.sofifa.net/players/263/209/22_120.png
S. Ardaya,22,Bolivia,63,67,Club The Strongest,700000.0,500.0,CM,https://cdn.sofifa.net/players/264/566/22_120.png
H. Boateng,25,England,63,67,Milton Keynes Dons,675000.0,2000.0,CM,https://cdn.sofifa.net/players/212/782/22_120.png
R. Espejord,25,Norway,63,67,Tromsø IL,675000.0,2000.0,ST,https://cdn.sofifa.net/players/220/074/22_120.png
Y. Pambou,25,Congo,63,67,Gaz Metan Mediaş,675000.0,2000.0,CM,https://cdn.sofifa.net/players/221/766/22_120.png
J. Lindseth,25,Norway,63,67,Sarpsborg 08 FF,675000.0,1000.0,CM,https://cdn.sofifa.net/players/221/938/22_120.png
O. Zawada,25,Poland,63,67,Jeju United FC,675000.0,2000.0,ST,https://cdn.sofifa.net/players/224/324/22_120.png
T. Sugimoto,25,Japan,63,67,Avispa Fukuoka,675000.0,1000.0,CF,https://cdn.sofifa.net/players/232/885/22_120.png
N. Sessa,25,Germany,63,67,1. FC Kaiserslautern,675000.0,1000.0,CAM,https://cdn.sofifa.net/players/240/891/22_120.png
K. Yamashita,25,Japan,63,67,Sagan Tosu,675000.0,1000.0,ST,https://cdn.sofifa.net/players/260/359/22_120.png
C. Cvetko,24,Austria,63,67,SK Austria Klagenfurt,675000.0,2000.0,CM,https://cdn.sofifa.net/players/262/383/22_120.png
P. Kpozo,23,Ghana,63,67,Östersunds FK,650000.0,950.0,LWB,https://cdn.sofifa.net/players/227/603/22_120.png
M. Diallo,24,France,63,67,Servette FC,650000.0,3000.0,RB,https://cdn.sofifa.net/players/229/169/22_120.png
L. Bell Bell,24,Cameroon,63,67,1. FC Magdeburg,650000.0,900.0,LB,https://cdn.sofifa.net/players/250/991/22_120.png
E. Rabanal,24,Peru,63,67,Carlos A. Mannucci,650000.0,500.0,RB,https://cdn.sofifa.net/players/255/992/22_120.png
N. Banegas,24,Argentina,63,67,Club Atlético Central Córdoba,650000.0,2000.0,LB,https://cdn.sofifa.net/players/258/574/22_120.png
K. Wright,25,Sierra Leone,63,67,Örebro SK,625000.0,1000.0,LB,https://cdn.sofifa.net/players/213/663/22_120.png
E. Haugan,23,Norway,63,67,Östersunds FK,625000.0,950.0,CB,https://cdn.sofifa.net/players/223/253/22_120.png
J. Suzuki,25,Japan,63,67,FC Tokyo,625000.0,2000.0,RB,https://cdn.sofifa.net/players/242/758/22_120.png
S. Lambèse,25,Haiti,63,67,US Quevilly Rouen Métropole,625000.0,1000.0,RB,https://cdn.sofifa.net/players/243/598/22_120.png
W. Biedrzycki,23,Poland,63,67,Bruk-Bet Termalica Nieciecza,625000.0,2000.0,CB,https://cdn.sofifa.net/players/244/254/22_120.png
T. Beason,24,United States,63,67,San Jose Earthquakes,625000.0,1000.0,CB,https://cdn.sofifa.net/players/255/136/22_120.png
N. Tafari,24,United States,63,67,FC Dallas,625000.0,1000.0,CB,https://cdn.sofifa.net/players/256/024/22_120.png
G. Mutombo,25,France,63,67,ESTAC Troyes,600000.0,4000.0,CB,https://cdn.sofifa.net/players/222/209/22_120.png
L. Desmond,26,Republic of Ireland,63,67,St. Patrick's Athletic,600000.0,800.0,CB,https://cdn.sofifa.net/players/226/728/22_120.png
A. Peña,25,Mexico,63,67,Cruz Azul,600000.0,10000.0,CB,https://cdn.sofifa.net/players/230/834/22_120.png
Q. Daubin,25,France,63,67,Pau FC,600000.0,1000.0,CDM,https://cdn.sofifa.net/players/234/173/22_120.png
B. Alceus,25,Haiti,63,67,Gaz Metan Mediaş,600000.0,2000.0,CDM,https://cdn.sofifa.net/players/252/077/22_120.png
K. Ueebisu,25,Japan,63,67,Oita Trinita,600000.0,1000.0,CB,https://cdn.sofifa.net/players/260/284/22_120.png
J. Mitchell,26,England,63,67,Hartlepool United,525000.0,2000.0,GK,https://cdn.sofifa.net/players/216/478/22_120.png
O. Hadžikić,25,Austria,63,67,FC Flyeralarm Admira,525000.0,2000.0,GK,https://cdn.sofifa.net/players/219/643/22_120.png
D. Węglarz,25,Poland,63,67,Wisła Płock,525000.0,1000.0,GK,https://cdn.sofifa.net/players/219/705/22_120.png
R. Sallinger,25,Austria,63,67,TSV Egger Glas Hartberg,525000.0,1000.0,GK,https://cdn.sofifa.net/players/228/562/22_120.png
A. Türkaslan,26,Turkey,63,67,Yeni Malatyaspor,525000.0,2000.0,GK,https://cdn.sofifa.net/players/236/780/22_120.png
M. Mansilla,25,Argentina,63,67,Patronato,525000.0,2000.0,GK,https://cdn.sofifa.net/players/263/204/22_120.png
A. Noppert,27,Netherlands,63,67,Go Ahead Eagles,500000.0,2000.0,GK,https://cdn.sofifa.net/players/218/212/22_120.png
S. Osigwe,27,Nigeria,63,67,FC Lugano,500000.0,2000.0,GK,https://cdn.sofifa.net/players/256/699/22_120.png
L. Armstrong,24,England,63,66,Harrogate Town,675000.0,3000.0,ST,https://cdn.sofifa.net/players/226/950/22_120.png
L. Pfeiffer,24,Germany,63,66,SV Darmstadt 98,675000.0,5000.0,ST,https://cdn.sofifa.net/players/244/233/22_120.png
M. Mawa,24,Norway,63,66,Kristiansund BK,675000.0,1000.0,ST,https://cdn.sofifa.net/players/252/434/22_120.png
P. Mystkowski,23,Poland,63,66,Jagiellonia Białystok,650000.0,2000.0,CAM,https://cdn.sofifa.net/players/223/305/22_120.png
M. Ofkir,24,Norway,63,66,Sarpsborg 08 FF,650000.0,1000.0,LM,https://cdn.sofifa.net/players/228/454/22_120.png
Z. Westbrooke,24,England,63,66,Bristol Rovers,650000.0,3000.0,CM,https://cdn.sofifa.net/players/229/269/22_120.png
Y. Kamiya,24,Japan,63,66,Kashiwa Reysol,650000.0,2000.0,CM,https://cdn.sofifa.net/players/233/175/22_120.png
C. Algarañaz,25,Bolivia,63,66,Club Always Ready,650000.0,500.0,ST,https://cdn.sofifa.net/players/233/570/22_120.png
S. Conteh,24,Germany,63,66,1. FC Magdeburg,650000.0,1000.0,RW,https://cdn.sofifa.net/players/251/002/22_120.png
P. Steinwender,24,Germany,63,66,Sportclub Verl,650000.0,550.0,RM,https://cdn.sofifa.net/players/257/150/22_120.png
L. Benítes,24,Peru,63,66,Sport Huancayo,650000.0,500.0,RW,https://cdn.sofifa.net/players/259/781/22_120.png
J. Daniels,25,Republic of Ireland,63,66,Shrewsbury Town,625000.0,2000.0,LM,https://cdn.sofifa.net/players/215/494/22_120.png
C. Long,26,England,63,66,Crewe Alexandra,625000.0,3000.0,ST,https://cdn.sofifa.net/players/216/795/22_120.png
G. Kastaneer,25,Curacao,63,66,PEC Zwolle,625000.0,2000.0,LW,https://cdn.sofifa.net/players/216/981/22_120.png
B. Spittal,25,Scotland,63,66,Ross County FC,625000.0,2000.0,RM,https://cdn.sofifa.net/players/223/663/22_120.png
M. Eberwein,25,Germany,63,66,Hallescher FC,625000.0,1000.0,CAM,https://cdn.sofifa.net/players/224/597/22_120.png
